title,uuid,tags,links,last_mod_dt,word_count
Zettelkasting Productivity,['202202031027'],['#zettelkasting'],"['[[202202031027]]', '[[202112091518]]']",Fri Feb 03 09:15:47 2023,196
B-The Elements Of Expression,['202105250949'],"['#book', '#writing', '#skill']","['[[202105250949]]', '[[202105252033]]', '[[202105252056]]', '[[202007140615]]', '[[202006091108]]', '[[202002280909]]', '[[202108112103]]', '[[202110280509]]', '[[202001212055]]', '[[202108100843]]', '[[202108112048]]']",Wed Jul 13 08:51:03 2022,603
We Shall Find Out,['202106080736'],"['#flash', '#writing', '#humor', '#beautiful-language']",['[[202106080736]]'],Sat Jan 07 10:28:42 2023,123
Better Thinking,['202008291653'],['#Comment_7812'],"['[[202008291653]]', '[[202104240921]]', '[[202008310858]]', '[[202211091019]]', '[[202207031543]]', '[[202005020537]]', '[[202005030743]]', '[[202203171941]]', '[[202005030743]]', '[[202006071522]]', '[[202008291656]]']",Sat Nov 12 20:26:42 2022,411
Captures First Line,['202004131203'],"['#coding', '#regex']",['[[202004131203]]'],Thu Jul 28 14:48:02 2022,32
Phantasmagoria,['202001212042'],"['#definition', '#literary-device']","['[[202001212042]]', '[[202001211641]]', '[[201903050446]]', '[[202002090742]]']",Fri Feb 17 19:36:32 2023,142
Availability Heuristic,['201910291924'],"['#definition,', '#mind-science', '#mental-models']","['[[201910291924]]', '[[202208061652]]', '[[201911190625]]', '[[201912071601]]', '[[202212282102]]', '[[201901021657]]']",Thu Dec 29 21:13:35 2022,315
B-Philosophical Meditations on Zen Buddhism,['201903141236'],"['#book,', '#zen,', '#reading-strategies,']","['[[201903141910]]', '[[201903151643]]', '[[201903141236]]']",Mon Mar 29 21:24:30 2021,41
Joint attention,['201904151000'],['#writing'],"['[[201904151000]]', '[[201904141728]]']",Sun May 03 15:30:27 2020,73
Tale of two wolves,['201903280628'],['#quote'],"['[[201903280628]]', '[[202009070839]]', '[[202101122053]]']",Thu Jan 14 05:34:24 2021,139
» Why Struggle To Find Time To Meditate?,['202011041504'],['#dzogchen'],"['[[202011041504]]', '[[202010292043]]', '[[202011042012]]', '[[202006041628]]', '[[202009100728]]', '[[202010270854]]']",Wed Jul 13 08:51:03 2022,227
A-Hanlon's Razor,['201812311747'],"['#mental-models', '#article']","['[[201812311747]]', '[[201901031454]]', '[[201811250734]]', '[[201812271440]]', '[[201902041012]]', '[[202007201823]]', '[[201904121010]]', '[[202212282103]]']",Thu Dec 29 07:55:14 2022,91
BO-Be patient either way,['201904100507'],['#slogans'],"['[[201903210523]]', '[[201903150533]]', '[[201903190550]]', '[[201904160516]]', '[[202009211958]]', '[[201904100507]]']",Wed Jun 22 20:07:06 2022,444
Opium Of The People,['202001101552'],[],"['[[202001101552]]', '[[202001082035]]', '[[201911041939]]', '[[201904050528]]']",Mon Jan 10 08:48:23 2022,169
Better Than Spaced Repetition,['202101040552'],"['#spaced-repetition', '#Comment_9918)']","['[[202101040552]]', '[[202205151530]]']",Sun Jun 05 08:12:32 2022,237
"C-April 28, 2020",['202004281351'],"['#writing', '#skill', '#edit']","['[[202004281351]]', '[[202001230738]]', '[[202301170646]]']",Tue Jan 17 06:46:39 2023,199
Understanding is important for remembering,['202205021932'],"['#zettelkasting', '#onboarding']","['[[202205021932]]', '[[202003231457]]', '[[202105221528]]', '[[202105310648]]', '[[202105221453]]']",Tue May 03 07:45:47 2022,134
"C-ENGL463 September 27, 2022",['202209221109'],"['#class-notes', '#ENGL463', '#writing-tip']","['[[202209221109]]', '[[202209221653]]', '[[202208220748]]']",Thu Sep 29 08:24:26 2022,207
"C-ENGL501 February 27, 2023",['202302131450'],"['#class-notes', '#food', '#cooking', '#writing', '#ENGL501']","['[[202302131450]]', '[[202211171832]]', '[[202211270741]]', '[[202302101625]]', '[[202302131916]]']",Mon Feb 27 21:56:23 2023,142
WWII Blitz Bombing Affects,['202009210851'],['#history'],"['[[202009210851]]', '[[202007202034]]', '[[201912140845]]']",Mon Oct 12 07:34:58 2020,242
The First Dream,['202006051950'],['#haiku'],"['[[202006051950]]', '[[202003262054]]']",Sun Jun 05 08:20:06 2022,44
A-Writing Exercises,['202303120829'],"['#proofing', '#article']","['[[202303120829]]', '[[202303120831]]', '[[202303211909]]']",Tue Mar 21 19:09:31 2023,485
A World Of Grief And Pain,['202001111747'],['#haiku'],"['[[202001111747]]', '[[202001011457]]']",Tue Jan 11 08:46:57 2022,55
"C-JAMM328 February 1, 2022",['202201312111'],"['#JAMM328', '#classnotes']","['[[202201312111]]', '[[202204170829]]']",Fri Jan 13 08:08:51 2023,206
Natural Local Structure,['202109281619'],"['#zettelkasting', '#Comment_13056', '#beautiful-language']",['[[202109281619]]'],Fri Oct 01 05:47:38 2021,566
Contemptuous Expression - Stoic Practice,['202211041602'],['#stoicism'],"['[[202211041602]]', '[[202001212042]]', '[[202012231619]]']",Fri Nov 25 08:34:41 2022,275
Improve Imaginative Thinking,['202203061122'],"['#mind-science', '#mental-models']","['[[202203061122]]', '[[202203060821]]', '[[202203031429]]', '[[202201142112]]', '[[202201061751]]', '[[202203061052]]']",Mon Mar 06 09:41:19 2023,122
"T-December 13, 2020",['202012131417'],"['#mule', '#science', '#writing']",['[[202012131417]]'],Mon Mar 06 09:15:52 2023,59
Nothing is done without style,['201904071605'],['#writing'],"['[[201904071605]]', '[[202208200754]]', '[[201905171128]]', '[[202007091433]]']",Fri Dec 30 08:37:20 2022,105
Who gains and loses from AI?,['202212160955'],"['#AI', '#craftsmanship', '#creativity', '#pedagogy']","['[[202212160955]]', '[[202206231638]]', '[[202005242018]]', '[[202212271205]]', '[[202301261243]]', '[[202009141201]]', '[[202210101723]]', '[[202107122044]]', '[[202105102115]]']",Fri Jan 27 09:06:28 2023,653
Phrasing Ideas Clearly Is Work And Has Learning Value,['202105310648'],"['#zettelkasting', '#note-taking', '#note-taking']","['[[202105310648]]', '[[202105050918]]', '[[201903120542]]', '[[202205021932]]', '[[201902041012]]', '[[202205060853]]', '[[201901081201]]', '[[202008111359]]']",Fri Jun 10 19:40:41 2022,236
Habit Drift,['202003080733'],"['#Comment_4543', '#thinking-skills', '#habit']","['[[201901250920]]', '[[202001021631]]', '[[201901110947]]', '[[202003080733]]']",Sat Feb 27 05:30:16 2021,115
Definition Of Solitude,['202011271219'],['#definition'],"['[[202011271219]]', '[[202012151742]]', '[[202105061456]]', '[[202011271240]]', '[[202006110756]]']",Wed Jul 13 08:51:03 2022,183
Thoughts pop into consciousness,['201907280710'],['#zen'],['[[201907280710]]'],Thu Jul 28 07:14:25 2022,97
Zettelkasting Idea Flow,['202205060853'],"['#idea-connecting', '#zettelkasting']","['[[202205060853]]', '[[202205180758]]', '[[202105221453]]', '[[202205151530]]', '[[202109200657]]', '[[202112091728]]', '[[201901111020]]', '[[202205140716]]', '[[201811111719]]', '[[201811081947]]', '[[202205112038]]']",Thu Nov 24 20:35:47 2022,286
B-The Island Within,['202101140557'],"['#ENGL473', '#book', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202101140557]]', '[[202012212010]]', '[[202102021631]]', '[[202102041621]]', '[[202001271723]]', '[[202101122053]]', '[[202102091013]]', '[[202101281953]]', '[[202105241726]]', '[[202104090909]]', '[[201904101127]]', '[[202102041621]]', '[[202102041621]]', '[[202012231628]]', '[[202101221930]]', '[[202101221956]]', '[[202010212026]]', '[[202102041655]]']",Fri Dec 23 10:10:10 2022,1352
"OV-ENGL473 February 16, 2021",['202102161635'],['#ENGL473'],"['[[202102161635]]', '[[202012212010]]', '[[202102152049]]', '[[202101232137]]', '[[202101291404]]', '[[202102092020]]']",Thu Dec 30 20:04:40 2021,209
B-The Time Being,['201909280707'],"['#book,', '#uji,', '#zen,', '#stoicism']","['[[201909240952]]', '[[201909241021]]', '[[201910021720]]', '[[201910021727]]', '[[201909280707]]', '[[201910021727]]', '[[201903101304]]', '[[201903120632]]', '[[201901282030]]', '[[201901010817]]', '[[201904301030]]', '[[202107070941]]']",Wed Jul 07 09:54:41 2021,223
Stimulating imagination,['201901211433'],['#zettelkasting'],"['[[201901211433]]', '[[201901151724]]']",Sun Nov 20 07:25:23 2022,126
Three realms of samsara,['201902240807'],['#dzogchen'],"['[[202010270815]]', '[[201902240759]]', '[[202105180558]]', '[[201902240807]]', '[[201901301240]]']",Thu Feb 24 08:34:45 2022,221
Keeping Focused On The Hard Tasks,['202104121938'],"['#thinking-skills', '#definition']","['[[202104121938]]', '[[201903040942]]', '[[202012051631]]', '[[202011171957]]', '[[202009021739]]', '[[201812311732]]']",Tue Dec 20 08:00:03 2022,231
Fieldstone Writing Method,['202111181952'],"['#forum-post', '#writing', '#zettelkasting', '#Comment_13640', '#latest']","['[[202111181952]]', '[[202204091738]]']",Tue May 31 07:56:12 2022,296
BO-Don’t unload on everyone,['201904020523'],['#slogans'],"['[[201904120530]]', '[[201904180505]]', '[[201903230512]]', '[[201903280559]]', '[[201904020523]]']",Thu Sep 10 07:51:07 2020,316
B-The Code Breaker,['202106230626'],"['#science', '#book']","['[[202106230626]]', '[[202008111342]]']",Fri Nov 04 08:45:06 2022,63
Design Vs Emergence - Cities Vs ZM,['202106121941'],[],"['[[202106121941]]', '[[202106082050]]', '[[201902051144]]', '[[201901261658]]', '[[202106040557]]', '[[202106121931]]']",Mon Jun 21 08:05:41 2021,145
A-Ongoing Relational Ideation,['202008241117'],['#article'],"['[[202008241117]]', '[[202103150642]]', '[[202204251523]]', '[[202105180855]]', '[[202205191809]]']",Wed Jul 13 08:51:03 2022,710
A-Attention Is The Beginning Of Devotion,['202006230814'],"['#article', '#article']","['[[202006230814]]', '[[202011281647]]', '[[202202201515]]', '[[202107111255]]', '[[202105201745]]', '[[201903180624]]', '[[202006091108]]', '[[202012282115]]', '[[202106140531]]', '[[202012061355]]', '[[201902280602]]', '[[202005191027]]', '[[202001091715]]', '[[201904110510]]', '[[201903190550]]', '[[201903020514]]', '[[201901031458]]', '[[202012070703]]', '[[202010192102]]', '[[201812171116]]', '[[202009100828]]', '[[202009100835]]', '[[202012231002]]', '[[202103270621]]', '[[202009020540]]']",Mon Feb 21 08:32:22 2022,563
The Farm On The Great Plains,['202104071547'],"['#poetry', '#ENGL473']","['[[202104071547]]', '[[202104061057]]']",Wed Apr 07 15:48:02 2021,193
Write Data from a List to a File,['202208010846'],"['#code-snippet', '#python']","['[[202208010846]]', '[[202109260656]]', '[[202201180828]]']",Wed Feb 15 09:07:32 2023,50
Key Word Index,['201901050901'],['#zettelkasting'],"['[[201901050901]]', '[[201812180819]]', '[[201901041231]]', '[[201812161313]]', '[[202205260705]]']",Thu May 26 08:39:37 2022,151
BO-Treat experiences as dreams,['201903010555'],['#slogans'],"['[[202011300543]]', '[[202202191027]]', '[[202011250902]]', '[[202011300543]]', '[[202010270807]]', '[[201904041355]]', '[[202012110951]]', '[[201904201424]]', '[[201903030457]]', '[[201903050446]]', '[[202010272035]]', '[[201903010555]]']",Mon Dec 19 09:23:14 2022,853
Story Word Length,['202107300723'],['#writing'],"['[[202107300723]]', '[[202107290753]]']",Sat Nov 19 13:24:30 2022,95
"C-ENGL463 October 18, 2022",['202210151924'],"['#class-notes', '#ENGL463']","['[[202210151924]]', '[[202208220748]]', '[[202208182104]]', '[[202206251726]]', '[[202210142036]]', '[[202210142037]]', '[[202210142037]]', '[[202208220748]]']",Thu Oct 20 11:24:10 2022,141
Trail Ghosts,['202002141257'],[],"['[[202002141244]]', '[[202002141257]]']",Tue Dec 27 08:58:51 2022,47
Where Are Sounds Heard?,['202001011521'],['#haiku'],"['[[202009151956]]', '[[202108210635]]', '[[201912140523]]', '[[202001011521]]']",Fri Jan 13 08:02:29 2023,78
B-Silence in the age of noise - Erling Kagge,['201904241405'],"['#book,', '#literature', '#solitude']","['[[201904241351]]', '[[201904241358]]', '[[201904241401]]', '[[201904300927]]', '[[201904300940]]', '[[201904300943]]', '[[201904300947]]', '[[201904300959]]', '[[201904301004]]', '[[201904301017]]', '[[201904301027]]', '[[201904301030]]', '[[201904241405]]', '[[201905031927]]']",Sun Jan 01 09:16:18 2023,81
Writing Pranks,['202001271313'],"['#writing', '#metaphor', '#skill']","['[[202205031432]]', '[[202001271110]]', '[[202001271313]]']",Tue Feb 07 10:03:34 2023,63
» Double Your Patience And Joy,['202011252020'],['#dzogchen'],"['[[202011252020]]', '[[201904100507]]', '[[201904100507]]', '[[201903200647]]', '[[201911110856]]']",Thu Dec 31 15:39:23 2020,186
H-The Art Of Living A Good Life,['202105102006'],['#hub'],"['[[202105102006]]', '[[202105221453]]', '[[202107122044]]', '[[202206170819]]', '[[202003262054]]', '[[202103131638]]', '[[202009061358]]', '[[202103131638]]', '[[202003262054]]', '[[202009061358]]', '[[202302181643]]', '[[202206211757]]', '[[202009071351]]', '[[202105102008]]', '[[202210181211]]', '[[202012102030]]', '[[201812170939]]', '[[202208050921]]', '[[202208051631]]', '[[202007281330]]', '[[202009071351]]', '[[202205301148]]', '[[202108010820]]', '[[202106301921]]', '[[202105110741]]', '[[202009020611]]', '[[202202201515]]', '[[202212181651]]', '[[202301182132]]', '[[202207202027]]', '[[202011281552]]', '[[201901151724]]', '[[202009141201]]', '[[202012291807]]', '[[202105221453]]', '[[202107061122]]', '[[202111080658]]', '[[202205291738]]', '[[202301081245]]', '[[202210201932]]', '[[202301080820]]', '[[202107230746]]', '[[202005030743]]', '[[202008300656]]', '[[202106131829]]', '[[202205311624]]', '[[202210181211]]', '[[202302021652]]', '[[202106132004]]', '[[202209161933]]', '[[202301171916]]', '[[202301150803]]', '[[202211091019]]', '[[202210041925]]', '[[202209191805]]', '[[202303110905]]', '[[202208140845]]', '[[202208020721]]', '[[202209230722]]', '[[202207211151]]', '[[202208070815]]', '[[202007291308]]', '[[202206261623]]', '[[202206261605]]', '[[202206231638]]', '[[202206190653]]', '[[202108020751]]', '[[202108081059]]', '[[202110191753]]', '[[202201100857]]', '[[202205260705]]', '[[202207161553]]', '[[202302280908]]']",Sun Mar 12 08:43:00 2023,1128
What Would You Tell Your Twenty-something Self,['202012301703'],"['#blog-post', '#flash', '#31by31']","['[[202012301703]]', '[[202012262047]]', '[[202012281423]]']",Fri Nov 18 09:43:24 2022,485
"C-JAMM328 April 21, 2022",['202204211009'],['#JAMM328'],"['[[202204211009]]', '[[202201010606]]']",Wed Mar 08 10:36:06 2023,48
Order of magnitude,['201901021700'],['#mental-models'],"['[[201901021700]]', '[[201812271440]]', '[[201901021139]]', '[[202212292052]]']",Sun Jan 01 09:27:40 2023,113
Niklas Luhmann’s Zettelkasten,['201901111024'],"['#note-taking', '#zettelkasting']","['[[201901111024]]', '[[201901110943]]', '[[202006281422]]']",Tue Jan 11 08:51:49 2022,168
Practice Longer Sentences,['202303021039'],"['#writing', '#editing', '#writing-tip']","['[[202303021039]]', '[[202105130803]]', '[[202201100830]]', '[[202103131751]]', '[[202301182132]]', '[[202101221930]]', '[[202103131957]]', '[[202105122032]]', '[[202105130803]]']",Sat Mar 04 16:27:39 2023,178
Don't pretend,['201905061131'],"['#zen,', '#quote']","['[[201905061131]]', '[[201901040634]]', '[[201902250931]]']",Sun May 03 15:30:28 2020,69
Unintentional sense of wonder,['201905290713'],[],"['[[201905290713]]', '[[201811111615]]']",Tue Aug 25 06:05:26 2020,126
Dead Soon,['202007202045'],"['#quote', '#beautiful-language']","['[[202007202045]]', '[[202007202046]]']",Wed Jul 20 09:06:23 2022,62
Respond to a koan with a joke,['201907120718'],['#zen'],"['[[201905310722]]', '[[201907120702]]', '[[201906131609]]', '[[201907120718]]']",Thu Dec 15 08:19:16 2022,110
"Tools for thought: science, design, art, craftsmanship",['202201011020'],"['#article', '#beautiful-language', '#beautiful-language', '#beautiful-language']","['[[202201011020]]', '[[202106271526]]', '[[202106040557]]', '[[202106200659]]', '[[202206251631]]', '[[202111242055]]', '[[202201100854]]', '[[202103280757]]', '[[202106180532]]', '[[202105240543]]', '[[202112221417]]']",Sun Jan 01 08:50:55 2023,877
Primary Creative Projects,['202005030842'],[],"['[[202003231432]]', '[[202005040730]]', '[[201903041041]]', '[[201903041004]]', '[[202001021641]]', '[[202005030842]]']",Sun May 23 21:03:12 2021,71
I wish I could turn back time,['202210312126'],['#writing-spark'],"['[[202210312126]]', '[[201911261440]]', '[[202208091554]]']",Sat Dec 10 22:11:20 2022,153
Import Modules And Exploring The Standard Library,['202110152018'],"['#python', '#sprint']",['[[202110152018]]'],Fri Oct 15 20:19:23 2021,37
"C-February 6, 2020",['202002070909'],"['#ENGL393', '#writing']","['[[202002051938]]', '[[202002080746]]', '[[202002070909]]']",Sun Feb 07 07:41:24 2021,239
Idea Relatedness,['202201260729'],"['#thinking', '#zettelkasting']","['[[202201260729]]', '[[202201190820]]', '[[202212101442]]', '[[202104150737]]', '[[201901111704]]', '[[202109030746]]', '[[202103111214]]', '[[202003231457]]', '[[201901261914]]']",Thu Jan 19 12:13:05 2023,372
"Is a writer, a writer when not writing?",['202212191722'],"['#distraction', '#article', '#procrastination', '#writing', '#beautiful-language']","['[[202212191722]]', '[[202212191631]]', '[[202212191631]]', '[[202106301814]]', '[[201911251725]]', '[[201911271751]]', '[[202103241053]]', '[[202107070941]]', '[[202212211814]]']",Mon Jan 09 09:02:20 2023,282
"T-March 27, 2021",['202103271409'],['#mule'],"['[[202103271409]]', '[[202103280757]]', '[[202103280753]]']",Sun Mar 27 12:20:02 2022,54
P-Designing blueprints for behavior change,['202112090743'],"['#podcast', '#thinking']","['[[202112090743]]', '[[201903041645]]', '[[202105010544]]', '[[201911190603]]', '[[202109220747]]']",Fri Dec 09 14:43:20 2022,194
Chaos and nothingness,['201907120726'],[],"['[[202110192029]]', '[[201905251741]]', '[[201906060702]]', '[[201907120726]]']",Fri Nov 04 08:35:31 2022,71
King of the mountains,['202010270754'],['#dzogchen'],"['[[202010270754]]', '[[202011031034]]', '[[202010270821]]', '[[202010261930]]', '[[201901301240]]']",Sun Dec 20 14:57:46 2020,227
F-Proximity Search Video Script,['202212122027'],"['#video', '#forum-post']","['[[202212122027]]', '[[202205092047]]', '[[202208190944]]']",Tue Dec 13 16:23:37 2022,929
Random Tips From Sönke Ahrens,['202003211416'],['#zettelkasting'],"['[[202003210933]]', '[[202003211421]]', '[[201811111618]]', '[[201811101953]]', '[[202003211416]]']",Mon Mar 21 09:56:13 2022,93
Deep Thinking,['202112220955'],"['#mule', '#utilitarianism']","['[[202112220955]]', '[[202202201515]]', '[[202206140938]]']",Wed Jun 22 08:35:19 2022,532
Stimulating imagination 1,['201901211410'],['#zettelkasting'],"['[[201901211410]]', '[[201901151724]]', '[[201901231854]]', '[[201901231938]]', '[[201901231915]]', '[[201901231920]]', '[[201901231930]]']",Fri Oct 01 05:47:38 2021,141
Zoomorphism,['202103122057'],"['#definition', '#literary-device']","['[[202103122057]]', '[[202007231042]]']",Sun Jan 15 12:11:56 2023,51
A-Processing Of Thoughts While Speaking,['202007050819'],"['#article', '#note-taking', '#article']","['[[202007050819]]', '[[202112041744]]', '[[202003231432]]', '[[202105180855]]', '[[201905280551]]', '[[201904090955]]', '[[201909241021]]', '[[202005060856]]', '[[202007051541]]', '[[202007050813]]', '[[201905171128]]', '[[202106082050]]']",Sat Jan 21 13:13:53 2023,641
Things can go wrong,['201904110619'],"['#writing,', '#quote']","['[[202212291659]]', '[[201904110619]]']",Mon Jan 30 08:08:25 2023,107
Barometer,['201904041355'],[],"['[[201905061157]]', '[[202104070754]]', '[[201903010555]]', '[[201904041355]]']",Mon Dec 19 09:23:12 2022,58
B-Sometimes A Great Notion,['202101081953'],"['#ENGL473', '#book', '#beautiful-language', '#beautiful-language']","['[[202101081953]]', '[[202012212010]]', '[[202101081953]]', '[[202101150757]]', '[[202101191545]]', '[[202101211655]]', '[[202101151025]]', '[[202105121729]]', '[[202101251637]]', '[[202005191543]]', '[[202101122053]]', '[[202104061528]]', '[[202104061057]]']",Tue Jan 24 19:01:06 2023,1635
What is Gazed at Indicates Expertise,['202203181954'],"['#mind-science', '#cognition', '#pedagogy']","['[[202203181954]]', '[[202203201801]]', '[[202111242002]]', '[[201903041018]]', '[[202105240543]]', '[[202111242055]]', '[[202112091728]]', '[[202205301512]]', '[[202206050911]]']",Wed Jul 13 08:51:03 2022,174
Deep Thinking,['202202040938'],['#mule'],"['[[202202040938]]', '[[202004231000]]', '[[201811111614]]', '[[202205092052]]', '[[202010270743]]', '[[202111210839]]']",Sat Feb 04 08:09:04 2023,457
Don't be jealous,['201902230523'],['#lojong'],['[[201902230523]]'],Sun May 03 15:30:30 2020,48
Parkinson's Law,['202109020530'],['#mental-models'],"['[[202109020530]]', '[[201812271440]]']",Sat Sep 11 06:48:10 2021,56
A-Elements of information in reading,['201901111704'],"['#reading-strategies', '#thinking-skills', '#writing', '#zettelkasting', '#article', '#mental-models]]', '#definition']","['[[201901111704]]', '[[202001031639]]', '[[202301041337]]', '[[202203171941]]', '[[201901010817]]', '[[201811081947]]', '[[201811121628]]', '[[201812171121]]', '[[202112141635]]', '[[202110110727]]', '[[202005191029]]', '[[201901111704]]', '[[202105301418]]']",Wed Jan 04 17:14:58 2023,215
Sorting unconscious thoughts,['201901211547'],[],"['[[201901211547]]', '[[201901151737]]', '[[201905280551]]', '[[202001021612]]']",Sun May 03 15:30:34 2020,163
"C-ENGL463 October 20, 2022",['202210200912'],"['#class-notes', '#ENGL463']","['[[202210200912]]', '[[202208220748]]', '[[202208182104]]', '[[202206251726]]', '[[202210181954]]', '[[202210181953]]', '[[202210181951]]', '[[202208220748]]']",Fri Oct 21 17:30:14 2022,122
Paradox Of Abundance,['202109220724'],"['#mental-models', '#beautiful-language']","['[[202109220724]]', '[[202109220828]]', '[[201903300509]]', '[[201903280559]]']",Tue Jan 03 08:30:55 2023,95
First Principles,['201811180805'],[],"['[[201811180805]]', '[[202210151806]]']",Sun Oct 16 08:31:18 2022,119
Seeing The Birth Of A New Creation,['202105102126'],['#craftsmanship'],"['[[202105102126]]', '[[201901211027]]', '[[202105102006]]', '[[202105102008]]', '[[201904101105]]']",Tue May 10 09:15:27 2022,94
Breathe Arrives Unbidden,['202104260642'],['#mindfulness'],"['[[202104260642]]', '[[201904260449]]', '[[201905121657]]', '[[201905022005]]', '[[201904251607]]']",Tue Apr 26 09:07:18 2022,142
B-The Art Of Travel,['202207021957'],"['#book', '#travel', '#ENGL463', '#philosophy', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#beautiful-language', '#Comment_16050']","['[[202207021957]]', '[[202207080744]]', '[[202207220821]]', '[[202103221716]]', '[[202112231507]]', '[[202111101345]]', '[[201901010850]]', '[[202206210733]]', '[[202208132032]]', '[[202209091704]]', '[[202207160757]]']",Mon Jan 02 09:31:26 2023,1548
Grumbling is a waste of timel,['201901040639'],"['#stoicism', '#beautiful-language']","['[[201901040639]]', '[[202010262108]]', '[[202103111235]]', '[[202003262054]]', '[[202102151620]]', '[[201901021303]]']",Mon Mar 14 19:28:38 2022,155
SMART goal setting,['202104150737'],['#forum-post'],"['[[202104150737]]', '[[201903180624]]', '[[202008111359]]', '[[201901221132]]']",Fri Apr 15 08:44:10 2022,111
Thinking tool,['201901281934'],['#zettelkasting'],"['[[201901281934]]', '[[202206251631]]', '[[202102070706]]', '[[202106271526]]', '[[201901281916]]', '[[202008191036]]', '[[202008222000]]']",Wed Jan 11 08:53:53 2023,135
Frog Haiku,['202003210746'],['#haiku'],"['[[202001011457]]', '[[202002241036]]', '[[201911191021]]', '[[202007251946]]', '[[202009100728]]', '[[202104221400]]', '[[202010270743]]', '[[202011260846]]', '[[202010212026]]', '[[202003210746]]']",Wed Jul 13 08:51:03 2022,2073
Creative Work - Ira Glass,['201902141904'],['#quote'],"['[[201902141904]]', '[[202301080820]]', '[[202107130604]]', '[[201906271334]]', '[[202006071524]]', '[[202010192102]]', '[[202012240915]]', '[[202105102120]]', '[[202206210733]]']",Mon Jan 09 08:50:54 2023,363
How-to: Tie the title with the note's idea,['202105050918'],"['#title', '#Comment_7844', '#Comment_10897']","['[[202105050918]]', '[[202008230753]]', '[[201901081201]]', '[[202008111645]]', '[[202004202105]]', '[[201902141904]]', '[[201812221638]]', '[[202105310648]]', '[[202008111359]]', '[[201901261658]]', '[[202101150821]]']",Sun Jan 08 09:33:14 2023,691
Be active,['201901031154'],['#stoicism'],"['[[201901031154]]', '[[201902010817]]', '[[201901021303]]']",Wed Feb 23 17:45:02 2022,92
Replication Crisis,['202109220750'],"['#science', '#mental-models']","['[[202109220750]]', '[[202109220828]]', '[[202202091626]]']",Wed Feb 09 17:21:32 2022,114
Deep Think Retreat,['202211251110'],['#mule'],"['[[202211251110]]', '[[202206190653]]', '[[202011190711]]', '[[202205250813]]', '[[202211241225]]']",Fri Nov 25 20:31:46 2022,602
"OV-ENGL501 February 22, 2023 ",['202302220924'],['#ENGL501'],"['[[202302220924]]', '[[202211270741]]', '[[202212181720]]', '[[202302211651]]', '[[202303091654]]', '[[202209241053]]']",Fri Mar 10 08:38:08 2023,280
On Poems,['202109200659'],"['#poetry', '#epigraph']",['[[202109200659]]'],Tue Sep 21 20:04:44 2021,48
"C-ENGL463 September 15, 2022",['202209081159'],"['#class-notes', '#ENGL463']","['[[202209081159]]', '[[202208220748]]']",Thu Sep 15 11:07:41 2022,115
BO-Begin Tonglen with yourself,['201903090508'],['#slogans'],"['[[201902280602]]', '[[201903080539]]', '[[201903060456]]', '[[201901200704]]', '[[201903260512]]', '[[201904070610]]', '[[201903090508]]']",Sun May 03 15:30:22 2020,688
"C-May 5, 2020",['202005051351'],['#ENGL393'],"['[[202005051351]]', '[[202001161029]]']",Sat Feb 18 08:11:49 2023,127
Distance proportional to n,['201904040944'],"['#thinking-skills,', '#mental-models']","['[[202207161553]]', '[[201904040944]]']",Mon Jul 18 08:28:45 2022,142
Building Executable Strategies,['202103280757'],"['#thinking-skills', '#zettelkasting', '#Comment_11289']","['[[202103280757]]', '[[202205141503]]']",Sat May 14 15:32:21 2022,127
Interbeing - Truthful And Loving Speech,['202007261557'],[],"['[[202007261557]]', '[[202007261547]]', '[[202001120724]]', '[[202007050647]]', '[[202005111752]]', '[[202007261507]]', '[[202007202019]]']",Tue Apr 20 10:18:49 2021,174
"Categorical, subjective, and inline tags",['202205261556'],"['#tagging-strategy', '#beautiful-language', '#insight', '#definition', '#questions', '#counter-argument', '#quote']","['[[202205261556]]', '[[202002110548]]', '[[201901050901]]', '[[202205250813]]', '[[202205260910]]', '[[202205260705]]']",Sat Nov 26 07:59:41 2022,184
The Curious Case of Benjamin Button,['201904051647'],"['#uji,', '#zen']",['[[201904051647]]'],Sun May 03 15:30:31 2020,124
Middle Of Essay Argument,['202004030846'],"['#sauntering-essay', '#metaphor']","['[[202004030846]]', '[[201906281443]]']",Sun Apr 03 08:47:18 2022,131
Enumeration,['201811241823'],[],"['[[201811241823]]', '[[201811241738]]']",Sun Dec 12 21:35:51 2021,54
Different from the autobiographical,['201812270751'],"['#zettelkasting,', '#writing']","['[[201812270751]]', '[[201812261952]]', '[[202112270819]]']",Mon Dec 27 08:31:03 2021,88
The Oxford Tutorial Method,['202201061754'],"['#pedagogy', '#knowledge']","['[[202201061754]]', '[[202112291419]]', '[[202206231638]]']",Sun Jun 26 09:41:13 2022,108
Stereotyping,['202003040715'],"['#mind-science', '#mental-models']","['[[201812271440]]', '[[202003040722]]', '[[202003040715]]']",Sat Feb 27 05:30:16 2021,40
Get mtime and ctime,['202208021218'],"['#code-snippet', '#python']","['[[202208021218]]', '[[202207301459]]']",Mon Nov 21 06:00:03 2022,72
Imagination and figurative constructions,['201907110556'],['#metaphor'],"['[[201907120702]]', '[[201907110556]]']",Wed Aug 12 07:51:04 2020,61
